ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
518-68-1572|30553763283605|Andrea|Hernandez|F|096 Meagan Street Suite 167|Rochester|NY|14610|43.1452|-77.5495|478127|Colour technologist|1999-03-06|97791981839|young_adults_female_urban.json
118-50-5399|213113006935716|Brad|Malone|M|961 Hurst Knoll|Downey|CA|90242|33.9218|-118.1395|111772|Engineer, civil (contracting)|1970-07-22|457366417928|adults_50up_male_urban.json
748-39-1229|5374239202078490|David|Jones|M|3664 Richardson Terrace|San Antonio|TX|78245|29.4189|-98.6895|1595797|Furniture designer|1968-01-10|731436829715|adults_50up_male_urban.json
131-82-8466|3528017924509624|Jason|Kerr|M|03854 Jason Mountains|Bluff City|TN|37618|36.4774|-82.2362|12747|Engineer, biomedical|1933-05-04|475617475833|adults_50up_male_urban.json
704-84-2744|180033477876554|Pamela|Robles|F|264 Janice Field|Lodi|CA|95240|38.1222|-121.2555|72565|Lighting technician, broadcasting/film/video|1992-08-14|794107147790|adults_2550_female_urban.json
735-48-1583|4048641774014515|Michael|Green|M|8534 Williams Mills Suite 091|Rockaway Park|NY|11694|40.5766|-73.8428|20408|Publishing rights manager|1989-07-21|628439091825|adults_2550_male_urban.json
332-41-4941|2221075570734781|Sandra|Smith|F|6919 Burns Cliffs Suite 849|Madera|CA|93637|36.9403|-120.082|98719|Holiday representative|1956-10-13|664411354770|adults_50up_female_urban.json
751-37-5761|374440684749456|Stephen|Gill|M|011 Huynh Stream Suite 002|Jackson|TN|38305|35.6829|-88.8281|86421|Public affairs consultant|1996-08-24|616723052666|adults_2550_male_urban.json
228-79-1975|5428744104696881|Kelly|Williams|F|27276 Ford Corners Suite 690|Fort Lauderdale|FL|33314|26.0697|-80.2246|711693|Insurance account manager|1987-03-20|608083456956|adults_2550_female_urban.json
137-51-6007|503841707774|Michael|Knight|M|94584 Alyssa Turnpike Suite 152|Saint Charles|MO|63301|38.8014|-90.5065|134684|Aid worker|1954-09-22|752625011477|adults_50up_male_urban.json
057-86-7592|588408276677|Michael|Klein|M|716 Ariana Pass|Martin|PA|15460|39.9321|-79.6522|120|Gaffer|1985-09-20|69410660964|adults_2550_male_rural.json
513-19-5017|5550214874674245|Susan|Rasmussen|F|0141 Ellis Hills|Bellevue|NE|68147|41.1758|-95.9553|60409|Physiotherapist|1986-07-16|405032044599|adults_2550_female_urban.json
613-72-9249|2232766587838022|Amanda|Martinez|F|64550 Stokes Mews Apt. 711|Manchester|PA|17345|40.0695|-76.7332|7679|Retail manager|1959-02-05|906763355462|adults_50up_female_urban.json
545-52-3830|30045045603866|Alice|Hahn|F|73372 Elizabeth Keys Apt. 162|Sheridan|MI|48884|43.2126|-85.0468|4427|Ophthalmologist|1968-01-07|548082866788|adults_50up_female_urban.json
783-74-3697|343700251743911|Jason|Bell|M|631 Gary Viaduct|Whitehall|MI|49461|43.3904|-86.3315|8929|Administrator, education|1992-01-07|813348152807|adults_2550_male_urban.json
830-06-7604|346733152549241|Garrett|Weiss|M|69184 Johnson Freeway Suite 428|North East|MD|21901|39.6045|-75.9538|15875|Hotel manager|1996-09-12|981674069917|adults_2550_male_urban.json
056-60-2425|4670735638559767|Nathan|Adams|M|4756 Ashley Via Apt. 275|White Plains|NY|10603|41.0499|-73.7776|69870|Air cabin crew|1950-12-05|259941751930|adults_50up_male_urban.json
153-50-3191|30484175425529|Greg|Fuller|M|51894 Liu Square|Terlingua|TX|79852|29.3165|-103.5597|799|Armed forces operational officer|1989-02-22|427232883074|adults_2550_male_rural.json
796-28-7795|3519449642715624|Raymond|Patrick|M|373 Ana Plaza Suite 406|Parkville|MD|21234|39.3876|-76.5418|69752|Network engineer|2004-09-06|719079327685|young_adults_male_urban.json
135-37-9402|502067371091|Courtney|Alvarado|F|1509 Smith Mountains Apt. 875|Lewisburg|PA|17837|40.9702|-76.9099|19815|Technical sales engineer|1976-10-08|548825028756|adults_2550_female_urban.json
334-09-5511|3565722804449759|Jeanne|Harris|F|166 Gray Greens Suite 756|Andover|MA|01810|42.6496|-71.1565|33201|Equities trader|1941-05-15|804492974091|adults_50up_female_urban.json
240-19-0485|30460141338368|Rachel|Pruitt|F|76972 Simmons Tunnel|Tustin|CA|92780|33.7364|-117.8229|80773|Video editor|1938-09-23|700098310828|adults_50up_female_urban.json
802-22-5941|676123349745|Lynn|Alvarado|F|4057 Acevedo Corners|Manhasset|NY|11030|40.7934|-73.6888|17962|Editorial assistant|1945-02-17|151642434042|adults_50up_female_urban.json
046-22-6996|30382313263333|Michael|Gibson|M|99865 Huff Street|Gainesville|FL|32608|29.6132|-82.3873|197025|Designer, ceramics/pottery|2001-07-31|705035071220|young_adults_male_urban.json
417-33-6931|213165872074574|James|Graham|M|50093 White Circles|Gallup|NM|87301|35.5065|-108.7414|27024|Media buyer|1956-07-14|312100828972|adults_50up_male_urban.json
355-13-1731|213165231403399|Shawn|Thomas|M|71914 Kenneth Ferry|Hill City|SD|57745|43.9377|-103.5782|2109|Naval architect|1982-08-15|981864686254|adults_2550_male_rural.json
160-41-8507|502062566992|Donald|Hill|M|3208 Ramirez Harbors Suite 249|Odessa|TX|79762|31.889|-102.3548|137390|Advertising account planner|1990-04-14|771956022533|adults_2550_male_urban.json
650-03-9495|371203779809616|Shawn|Page|M|689 Pope Turnpike|Radcliff|KY|40160|37.8267|-85.9404|23574|Scientific laboratory technician|2005-11-26|677138817596|young_adults_male_urban.json
034-83-8996|4962555954837440|Brenda|Carter|F|6525 Cortez Fords|Saint Louis|MO|63107|38.6645|-90.2125|927396|Loss adjuster, chartered|1990-08-13|876705041460|adults_2550_female_urban.json
407-80-8053|4774884661996572|Chelsey|Perez|F|2104 Frost Mills|Shorewood|IL|60404|41.5076|-88.2169|17395|Education administrator|1998-11-15|263183418517|adults_2550_female_urban.json
471-54-3959|4519466687333624|Brandon|Hansen|M|365 Delacruz Forge Suite 912|Houston|TX|77083|29.6947|-95.6511|2906700|Sub|1961-10-18|331103152045|adults_50up_male_urban.json
801-10-5295|4007741952114|Katelyn|Bruce|F|9350 Adrian Parks|Blue Island|IL|60406|41.6582|-87.6795|25460|Podiatrist|1953-12-06|720408324710|adults_50up_female_urban.json
104-57-9670|180000335111284|Matthew|Myers|M|6373 Catherine Mills|Emporia|KS|66801|38.4184|-96.1871|28492|Mudlogger|1984-08-23|849461815218|adults_2550_male_urban.json
340-23-4456|4307366759883805206|Carmen|Hurst|F|1303 Santiago Pike Suite 268|Abbeville|LA|70510|29.9466|-92.2416|25313|Financial controller|2001-05-07|378949410583|young_adults_female_urban.json
251-18-3446|4822702654143477|Andrew|Ramirez|M|992 Evans Spur|Las Cruces|NM|88001|32.2901|-106.7539|143900|Arts administrator|1967-02-07|802790074846|adults_50up_male_urban.json
262-16-5382|376096104559913|Joann|Knight|F|47224 Fernandez Locks|Apopka|FL|32703|28.6354|-81.4888|87976|Dietitian|1973-12-25|949798258089|adults_50up_female_urban.json
895-95-3177|3565234440168876|Robert|Stevens|M|3852 Richards Rapid Apt. 130|Los Angeles|CA|90005|34.0585|-118.3012|2383912|Solicitor, Scotland|1963-04-26|130602662318|adults_50up_male_urban.json
425-51-4219|676251378383|Kathryn|Nguyen|F|25348 David Stravenue|Santa Clarita|CA|91390|34.4684|-118.5261|53134|Interpreter|1998-01-10|298568326638|adults_2550_female_urban.json
780-61-6151|6501705074489795|Tommy|Moore|M|0512 Wu Road|Santa Cruz|CA|95060|37.0313|-122.1198|97900|Armed forces operational officer|1996-03-17|580622859144|adults_2550_male_urban.json
300-88-5885|4150168014659213092|Alyssa|Young|F|4954 Elizabeth Park|Greenville|SC|29611|34.8533|-82.4493|201862|Scientist, research (physical sciences)|1951-08-23|27678669992|adults_50up_female_urban.json
717-59-8537|581457239183|Daniel|Jackson|M|7497 Cooper Fork Suite 892|Indianapolis|IN|46205|39.8268|-86.1386|910148|Publishing rights manager|1954-08-26|776929516223|adults_50up_male_urban.json
400-99-4616|503851496615|Natalie|Rice|F|5752 Jones Green Suite 381|Springfield|MO|65806|37.2031|-93.2971|219752|Psychiatrist|1956-01-01|895971375604|adults_50up_female_urban.json
020-04-1680|4096521915798534|Austin|Vazquez|M|55768 Jackson Crossroad Suite 897|Tampa|FL|33617|28.0384|-82.3949|717255|Regulatory affairs officer|1928-12-26|137077145341|adults_50up_male_urban.json
387-29-1273|502013091900|Jessica|Hill|F|8697 Walton Forges|Oakland Gardens|NY|11364|40.7428|-73.7588|34555|Designer, multimedia|1992-05-08|763652416291|adults_2550_female_urban.json
623-84-2406|38930002260127|Laura|Owens|F|99639 Timothy Key|Ward|AR|72176|34.9532|-91.9004|8141|Comptroller|1973-06-04|77314531400|adults_50up_female_urban.json
683-77-5969|4569691338717490|Penny|Patterson|F|619 Li Stravenue Suite 731|Springfield|OH|45503|39.9528|-83.7804|101826|Landscape architect|1988-06-07|816400443|adults_2550_female_urban.json
310-96-1152|2704658735588675|Amy|Gray|F|340 Copeland Crossroad Suite 724|Houston|TX|77093|29.8617|-95.3403|2906700|Water quality scientist|1962-05-13|683602248369|adults_50up_female_urban.json
099-46-3931|4559574122236269|Katie|Ward|F|64016 Martin Branch|Dearborn Heights|MI|48127|42.3353|-83.2864|57774|Architect|1989-11-13|814892760315|adults_2550_female_urban.json
597-98-1239|4720098692522027|Billy|Hunt|M|9758 Pineda Lakes|Norwich|NY|13815|42.5414|-75.5274|13999|Astronomer|1984-12-17|741700510890|adults_2550_male_urban.json
713-90-8744|6011665150066235|Alan|Bass|M|884 Vargas Trail Apt. 043|Grand Rapids|MI|49509|42.8975|-85.6929|375580|Forensic scientist|1961-08-03|176508797625|adults_50up_male_urban.json
685-16-6629|3524474578944629|Melinda|Smith|F|7235 Diana Union|Madison|GA|30650|33.5947|-83.4618|11708|Conservation officer, historic buildings|1983-12-13|800374789328|adults_2550_female_urban.json
725-67-9814|180022385442898|Patrick|Clay|M|896 Linda View|Decatur|GA|30033|33.8123|-84.2819|167967|Cytogeneticist|1969-06-29|612848341257|adults_50up_male_urban.json
806-10-7778|376722020623257|Pamela|Li|F|2388 Johnson Ports|Gila Bend|AZ|85337|32.9306|-112.7468|2793|Fine artist|1976-04-30|461739003733|adults_2550_female_urban.json
679-37-5223|6574394302815972|Leah|Rios|F|7347 Garrett Landing|Palo Alto|CA|94301|37.4443|-122.1497|92558|Surveyor, quantity|1984-08-20|407647242774|adults_2550_female_urban.json
125-75-1765|4992087504621990135|Mary|Kelly|F|57835 Bryan Estate Apt. 616|West Palm Beach|FL|33406|26.6396|-80.0827|459921|Geophysicist/field seismologist|1945-08-15|426754100014|adults_50up_female_urban.json
566-78-2102|4933723120943|Christopher|White|M|311 David Track|Houston|TX|77014|29.9796|-95.4625|2906700|Social research officer, government|1931-05-31|31482680674|adults_50up_male_urban.json
536-46-4586|4384796285854635|Megan|Davidson|F|98268 Sarah Coves|Jacksonville Beach|FL|32250|30.2801|-81.4165|25356|Merchandiser, retail|1947-06-13|509496721373|adults_50up_female_urban.json
840-08-0023|2221360721777313|Julie|Pollard|F|816 Green Forge|Atlanta|IN|46031|40.2103|-86.019|2161|Research scientist (life sciences)|2001-08-23|806249444719|young_adults_female_rural.json
894-70-5096|676210863095|Brenda|Scott|F|0458 Johns Inlet Suite 640|San Marcos|CA|92078|33.1193|-117.185|89275|Information systems manager|1944-08-20|790851896688|adults_50up_female_urban.json
835-60-9030|4745001858892383|Sean|Phelps|M|189 Schultz Mill|Beaumont|TX|77706|30.0948|-94.1648|142692|Administrator, charities/voluntary organisations|1928-05-19|437133402657|adults_50up_male_urban.json
376-78-7702|4146089046074068|Zachary|Molina|M|7352 Skinner Mill|Bradford|OH|45308|40.1286|-84.4293|4682|Television production assistant|1992-09-24|581752030597|adults_2550_male_urban.json
027-55-2751|3548960925670471|Jacob|James|M|384 Thompson Fords Suite 992|Tucson|AZ|85739|32.465|-110.8922|865276|Make|1976-12-01|284048115887|adults_2550_male_urban.json
420-64-4088|180015051064087|Richard|Craig|M|627 Jonathan Centers Suite 120|Fredericksburg|VA|22407|38.2688|-77.5476|156008|Scientist, water quality|1968-01-31|978462164936|adults_50up_male_urban.json
574-77-0450|3539089531859103|Rachel|Lane|F|896 Christopher Radial|San Anselmo|CA|94960|37.9846|-122.5711|15740|Lecturer, further education|1953-11-15|835245939106|adults_50up_female_urban.json
849-95-5415|639007933455|Louis|Cervantes|M|68102 Johnston Street|Hereford|AZ|85615|31.4035|-110.2047|9413|Agricultural engineer|1976-12-30|712574657447|adults_2550_male_urban.json
754-46-6937|346564490108295|Gerald|Turner|M|1345 Johnston Well|Jersey City|NJ|07302|40.7221|-74.0469|247530|Legal executive|1996-01-15|360872615200|adults_2550_male_urban.json
527-36-1895|5105003442563067|Jeffrey|Ray|M|426 Schmidt Oval|Lawrence|KS|66044|39.0289|-95.2086|94117|Engineer, technical sales|1939-08-13|941004135695|adults_50up_male_urban.json
667-15-5218|180044261659395|William|Mitchell|M|2941 Sandra Island Apt. 819|Hillsdale|MI|49242|41.924|-84.6208|15248|Quarry manager|1987-02-07|24601049519|adults_2550_male_urban.json
853-67-5072|4236473856297470006|Christopher|Jones|M|099 Morgan Squares|Greensburg|PA|15601|40.3074|-79.5424|59483|Designer, television/film set|1982-04-24|939523496912|adults_2550_male_urban.json
545-51-4724|580305517576|Andrew|Ramirez|M|80442 Tammy Extensions|Philadelphia|PA|19111|40.0596|-75.0818|1526206|Scientist, clinical (histocompatibility and immunogenetics)|2002-03-07|864738122380|young_adults_male_urban.json
675-14-6566|5120235875631596|Victor|French|M|02353 Alexander Views|Franklinton|LA|70438|30.8577|-90.1155|18540|Pension scheme manager|2002-07-01|271999863524|young_adults_male_urban.json
436-97-4147|4715041143539387|Michelle|Walsh|F|14641 Brown Parks Apt. 246|Eminence|MO|65466|37.1626|-91.4519|1634|Adult guidance worker|1968-09-29|218334733392|adults_50up_female_rural.json
811-49-3987|38817508911859|Robin|Little|F|499 Erik Fork|Johnson City|TN|37601|36.3339|-82.3408|92094|Pension scheme manager|1974-08-23|743953116723|adults_2550_female_urban.json
018-90-7177|30062234063471|Christine|Parker|F|1643 Jennifer Ways|Staten Island|NY|10310|40.6324|-74.1172|468730|Broadcast engineer|1985-02-03|249341030542|adults_2550_female_urban.json
332-05-1746|3589777452925320|Susan|Anderson|F|1212 Teresa Inlet|La Vista|NE|68128|41.1814|-96.0658|17784|Advertising account planner|1994-10-05|998110091833|adults_2550_female_urban.json
645-99-4388|4859968297262|Nancy|Blackwell|F|42819 Edward Shores|Casa Grande|AZ|85122|32.8906|-111.754|62569|Sports administrator|1955-10-13|557439625391|adults_50up_female_urban.json
302-20-2938|341893325758866|Angela|Chang|F|3264 Cortez Route|South Bend|IN|46616|41.6919|-86.2647|145459|Theatre manager|2001-01-11|162898964343|young_adults_female_urban.json
486-33-1310|4363198188197631|Matthew|Bell|M|199 Calvin Village|Idaho Falls|ID|83402|43.4934|-112.0578|101543|Accommodation manager|1961-08-17|995927240662|adults_50up_male_urban.json
839-81-0521|3526954831249542|Russell|Ortiz|M|173 Sosa Corner Suite 310|Axton|VA|24054|36.6548|-79.7396|6797|Artist|1999-05-17|546073568938|young_adults_male_urban.json
792-74-4135|4266702178449603800|Jonathan|Larsen|M|11112 Jo Hill Apt. 335|Grand Prairie|TX|75052|32.6605|-97.0311|174375|Theatre manager|1983-08-02|978080305101|adults_2550_male_urban.json
145-69-9897|4489306737101910437|Joshua|Lucas|M|196 Foster Fords Apt. 763|Acworth|GA|30101|34.0756|-84.6477|91843|Nature conservation officer|1999-10-11|536166283911|young_adults_male_urban.json
070-45-1475|4525188901643723898|Jillian|Kim|F|6014 Jasmine Greens|Cumming|GA|30041|34.2037|-84.1031|129584|Management consultant|1968-08-31|744943810773|adults_50up_female_urban.json
045-22-9437|4287452272156620|Brian|Moore|M|04271 Rachel Well|Cleveland|OH|44124|41.501|-81.4694|769341|Web designer|1991-02-04|841929167290|adults_2550_male_urban.json
682-21-9121|501867594902|Colleen|Sanders|F|2045 Young Circles Apt. 578|Bronx|NY|10463|40.8798|-73.9067|1382480|Management consultant|1990-05-21|125468545019|adults_2550_female_urban.json
493-03-2985|30557440741950|Amanda|Leonard|F|157 Anthony Lights Suite 256|Buffalo|MN|55313|45.1814|-93.8635|23255|Production assistant, radio|1972-11-07|644542768514|adults_50up_female_urban.json
599-95-7704|345579065126614|Steven|Williams|M|441 Howard Lodge Suite 333|Sandy|TX|78665|30.5449|-97.6438|35985|Scientist, forensic|1973-02-20|893129232413|adults_50up_male_urban.json
299-55-8766|2269482167943614|Tracy|Price|M|524 Ross Path|Ewa Beach|HI|96706|21.3274|-158.0103|62730|Psychiatric nurse|1974-04-05|222067468115|adults_2550_male_urban.json
238-97-5663|213122242507452|Jonathan|Davis|M|57234 Shannon Fork|Gardena|CA|90249|33.8998|-118.3199|84103|Event organiser|1983-12-18|517070939840|adults_2550_male_urban.json
833-89-6457|4793877849543|Kimberly|Mitchell|F|958 Craig Roads Apt. 607|Whittier|CA|90603|33.9432|-117.9927|189948|Careers adviser|1979-01-31|884441176147|adults_2550_female_urban.json
256-06-2096|060496942057|John|Cox|M|70703 Mike Groves Apt. 031|Bloomington|IN|47408|39.2303|-86.4692|126925|Government social research officer|1965-07-11|676578251302|adults_50up_male_urban.json
019-57-7538|2284560454020971|Andrew|Wallace|M|8554 Williams Wall|Smithfield|RI|02917|41.8964|-71.5207|13762|Hotel manager|1961-10-07|587593919576|adults_50up_male_urban.json
396-40-5687|3568482278164544|Victor|Neal|M|39770 Daniel Freeway|Elkhart|IN|46516|41.6763|-85.9621|97528|Insurance risk surveyor|1945-02-03|513383571671|adults_50up_male_urban.json
766-37-7523|4491698636750654|Jessica|Irwin|F|54524 Heather Street|Waldorf|MD|20603|38.6294|-76.9769|78078|Town planner|1996-12-30|486610086859|adults_2550_female_urban.json
611-42-2458|3581941644901189|Kimberly|Hanna|F|742 Jared Island Suite 809|Minneapolis|MN|55401|44.9835|-93.2683|1022298|Programmer, systems|1993-07-04|62020162222|adults_2550_female_urban.json
220-66-1531|578534328591|Derrick|Clark|M|86973 Mcdaniel Manor Suite 510|Columbia|MO|65203|38.9348|-92.3639|139474|Publishing rights manager|2001-09-17|452436618842|young_adults_male_urban.json
111-02-6722|4476094616693|Thomas|Parrish|M|99544 Jennifer Common|Asbury Park|NJ|07712|40.2507|-74.0486|39158|Pathologist|1999-01-08|363162713018|young_adults_male_urban.json
826-26-1429|4280168732536392723|Patricia|Thomas|F|75017 Frey Terrace Suite 010|Traverse City|MI|49684|44.694|-85.6763|70019|Warehouse manager|1960-12-31|523890832706|adults_50up_female_urban.json
857-35-4046|3556626961135591|Michael|Gordon|M|648 Andrew Corners Suite 016|Louisville|KY|40212|38.2651|-85.8045|736284|Warden/ranger|1998-04-10|613805805334|adults_2550_male_urban.json
652-02-9704|30166063505856|Christopher|Turner|M|49603 Jacob Hills Apt. 149|Willcox|AZ|85643|32.373|-109.8631|9810|Music tutor|1949-03-24|211122671031|adults_50up_male_urban.json
006-79-7841|4889350534947228|Sarah|Jones|F|3596 Brian Mountains Apt. 168|Minneapolis|MN|55420|44.8358|-93.2778|1022298|Games developer|1987-11-26|548222427974|adults_2550_female_urban.json
